ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Meaning,Sense_ID,Entry_ID,rc
Hungarian-617-oben-2,1691,Hungarian,617-oben,fölül,fölül,f ø l y l,,uesz,,,^ fölül $,default,  oben; von oben herab;   über 〈als VPräf〉;   nach oben;   oberhalb;   von ... her;   außer einer Sache 〈abstr〉;   über 〈mit Akk〉;   von höherem Ort;   über ein gewisses Maß hinaus;   in Richtung höher liegenden Gebiets,oben-3,2731-folul,#f not old
Hungarian-94-hugel-1,1693,Hungarian,94-hugel,domb,domb,d o m b,,uesz,,,^ domb $,default,  Haufen; Hügel;  Erdaufschüttung;   Beule,Hugel-2,1886-domb,mb# not old
Hungarian-849-halten-1,1715,Hungarian,849-halten,tart,tart,t ɒ r t,,uesz,,,^ tart $,default, behaupten;   aushalten;   anhalten;   Träger;  stützen;  hindern;   hin-;  benützen;  versorgen;    sein;  her-;  befestigen;   fassen;  Wette〉;  bewirten;  halten;  halten;  verrichten;   für etw halten;   verbinden;  Pflicht;   sich widersetzen;   beanspruchen;   unterhalten;  Reserve;  einschätzen;  erleiden;  amten;   bei sich behalten;  aufbewahren;  aufbewahren;  in Erinnerung behalten usw;   sich an etw halten od nach etw richten;   jmdm einen Zustand sichern;  etw irgendwo lagern;   zur Lagerung dienen;   vollführen;  veranstalten;  vorhalten 〈wenden;  zeigen usw〉;   es mit jmdm halten;  zu etw gehören;   nach od in Richtung auf etw gehen;  fahren usw;  bis od an etw gelangt sein;   in Dienst halten;  züchten;   sich enthalten;  sich einer Sache enthalten;   sich bis etw erstrecken;  bis etw dauern;  dauern;   fürchten;  in Ehren halten;   zu bleiben anhalten;  verpflichten 〈Schwur;   im Auge behalten;  ausdauern;   Haltender;  Tragender;  Halterung;   Beobachtung;   Behinderung;   Ersatz,halten-3,9076-tart,^(t)(a|o|ɒ|i)(rt|r)(ɣ|i|iɣ|y)?$
Hungarian-277-loch-1,1717,Hungarian,277-loch,lyuk,lyuk,j u k,,uesz,,,^ lyuk $,default,Höhle;  Kerker;   Zelle;  Lücke;  Loch. Hohlraum;   Loch;   Loch 〈elendes;  enges Quartier〉;   Fehlschuß;  Fehlwurf 〈in versch Sportarten〉,Loch-1,5746-lyuk,#j not old
Hungarian-277-loch-2,1719,Hungarian,277-loch,odú,odú,o d uː,,uesz,,,^ odú $,default, Höhle;   enge;  elende Wohnung; Loch;  Loch;   Loch im Baum;   Loch im Zahn;   Aushöhlung eines Gegenstandes,Loch-3,6640-odu,^(u|o|a)(d|ld)(a|u|o)(ɣ|i|iɣ|y)?$
Hungarian-308-heim-1,1722,Hungarian,308-heim,otthon,otthon,o tː h o n,,uesz,,,^ otthon $,default,erfahren; zu Hause;   kundig;   Heim;   heimisch,Heim-1,6761-otthon,tːh not old
Hungarian-360-honig-1,1723,Hungarian,360-honig,méz,méz,m eː z,,uesz,,,^ méz $,default,  schmeichlerisch;  tragen; Honig;   mit Honig;   übersüßen 〈haupts mit Honig〉;  sehr süß sein;   Honig sammeln;  bereiten,Honig-1,6173-mez,^(m)(ɛ|i|eː|ø|e)(z|ɣz|ɣ)?(ɣ|i|iɣ|y)?$
Hungarian-360-honig-2,1724,Hungarian,360-honig,nektár,nektár,n ɛ k t aː r,,uesz,,,^ nektár $,default, Honig; Honigsaft der Blüten;   Göttertrank 〈in der griechischen Myth〉;  edler;  kostbarer Wein,Honig-2,6390-nektar,#n not old
Hungarian-331-haken-1,1733,Hungarian,331-haken,horog,horog,h o r o ɡ,,uesz,,,^ horog $,default, Haken;   biegen; Angel;   Engpaß;   〈als Benennung hakenähnl Bewegungen in versch Sportarten;  heute haupts im Boxen und im Basketball〉;   angeln;   hinneigen;   häkeln,Haken-9,3693-horog,^(h|ks|u)(u|o|a)(r|v)(u|o)(ɡ|k)(ɣ)?$
Hungarian-331-haken-2,1738,Hungarian,331-haken,kampó,kampó,k ɒ m p oː,,uesz,,,^ kampó $,default,Haken;   Krückstock;  Hirtenstab,Haken-14,4325-kampo,mp not old
Hungarian-122-horn-1,1745,Hungarian,122-horn,szarv,szarv,s ɒ r v,,uesz,,,^ szarv $,default, Fühler;  Zacke;   Horn;  Zinke;   Zunge; Arm 〈von Flüssen;  Tälern usw〉;   Blashorn;   gehörnt 〈Tier〉;   verzweigt;   auffallend 〈Fehler〉;   schwierig 〈Frage〉,Horn-2,8597-szarv,^(s)(a|o|ɒ|i)(ɣr)(ɣ|i|iɣ|y)?$
Hungarian-136-pferd-1,1750,Hungarian,136-pferd,ló,ló,l oː,,uesz,,,^ ló $,default,  Prügelbank; Pferd;   Totenbahre;   Springer 〈Schachspiel〉;   blöde Person;   Pferd 〈Turngerät〉;   reiten,Pferd-5,5660-lo,^(v)(a|u|i|o|ɯ)(ɣ|i|iɣ|y)?$
Hungarian-502-hei-1,1753,Hungarian,502-hei,hő,hő,h øː,,uesz,,,^ hő $,default, Gefühl〉; warm;  heiß;   glühend;  leidenschaftlich 〈Seele;   Hitze;  Wärme;   Glut eines Gefühls;   heiß werden,hei-1,3712-ho,^(h|ks|u)(ɛ|i|yː)(ɣ|i|iɣ|y)?$
Hungarian-307-haus-1,1754,Hungarian,307-haus,cerkó ×,cerkó,t͡s ɛ r k oː,,uesz,,,^ cerkó $,default, Schuppen;   Hütte; prawoslawische Kirche;  griechisch-katholische Kirche;   Haus;   jüdischer Tempel,Haus-1,1194-cerko,^(s|t͡ʃ)(ɛ|i|ø|y)(rk|r)(a|u|i)(ɣ|i)?$
Hungarian-307-haus-2,1755,Hungarian,307-haus,ház,ház,h aː z,,uesz,,,^ ház $,default, Firma;  Familie;   Dynastie;   Geschlecht;   Wohnort; Gebäude;  Aufenthaltsort;   haus;   Zimmer;   Palast;  Burg;   Haushalt;   Schneckengehäuse;   Handelshaus;   Zuschauerraum im Theater;   Gehäuse;   Abgeordnetenhaus;   Haus habend,haus-1,3450-haz,^(h|ks|u)(a|aː|i|m)(z|ɣz)?(ɣ|i)?$
Hungarian-650-wie-1,1758,Hungarian,650-wie,hogy¹,hogy,h o ɟ,,uesz,,,^ hogy $,default,  wie?;   wie sehr; wie 〈als Rel〉;   als 〈als Rel〉;   nachdem;   warum?;   wie teuer?;   in welchem Zustand?;  unter welchen Verhältnissen?,wie-3,3627-hogy,ɟ# not old
Hungarian-652-wieviel-1,1766,Hungarian,652-wieviel,hány²,hány,h aː ɲ,,uesz,,,^ hány $,default,wieviel?,wieviel-1,3377-hany,^(h|ks|u)(a|aː|i|m)(n|ɡ|m)(ɣ|i)?$
Hungarian-652-wieviel-2,1768,Hungarian,652-wieviel,mennyi,mennyi,m ɛ ɲː i,,uesz,,,^ mennyi $,default,wieviel?;   wieviel;  soviel 〈als Rel〉;  soviel 〈als Rel〉;  in welchem Maße 〈als Rel〉;   soweit;   wieviel immer,wieviel-3,6123-mennyi,ɲː not old
Hungarian-727-heulen-1,1770,Hungarian,727-heulen,bömböl,bömböl,b ø m b ø l,,uesz,,,^ bömböl $,default,  brüllen;  Naturerscheinung〉;   brüllend weinen; heulen;  brüllen 〈Tier〉;   brüllen 〈Person〉;  brausen 〈Gegenstand,heulen-1,916-bombol,mb not old
Hungarian-727-heulen-2,1771,Hungarian,727-heulen,huhogat ×,huhogat,h u h o ɡ ɒ t,,uesz,,,^ huhogat $,default,  heulen; uhuen;   Unheil verkündigen;    hauchen,heulen-2,3729-huhogat,h not old
Hungarian-673-hundert-1,1783,Hungarian,673-hundert,száz,száz,s aː z,,uesz,,,^ száz $,default,  Hauptmann;   Hauptmann; aus hundert Personen bzw Häusern bestehende Gruppe;   Jahrhundert;   Jahrhundert;   hundert;   Hunderter;   Hunderter;   Hundert;   Hundertstel;   Kompanie 〈Milit〉;   für arbeitsunfähig erklären,hundert-1,8612-szaz,^(s)(a|aː|i|m)(z|ɣz|ɣ)?(ɣ|i|iɣ|y)?$
Hungarian-50-hunger-1,1785,Hungarian,50-hunger,éh,éh,eː h,,uesz,,,^ éh $,default,hungrig;   Hunger;   Hungernder;   hungrig werden,Hunger-1,2085-eh,h# not old
Hungarian-50-hunger-2,1786,Hungarian,50-hunger,eszik,eszik,ɛ s i k,,uesz,,,^ eszik $,default, Proviant;  Appetit; essen;   Speisesaal;  brennen;   Hunger;   Speise;   aufzehren;   〈an jmdm od etw〉 zehren;  zerfressen;   beißen;   Speisen;   Speisen;   jmdm zu essen geben;  füttern;   vergiften;   vergiften;   eingeben;   Speise enthaltend;  zum Speisen gebräuchlich;   eßlustig;  evés nélkül;  éhgyomorra;   appetitlos;   ungenießbar;  Kantine,Hunger-2,2271-eszik,^(ɛ|i)(s|sk|ɣs)(i|y|a)(k|jk)?(ɣ)?$
Hungarian-949-jagen-1,1789,Hungarian,949-jagen,hajkurász,hajkurász,h ɒ j k u r aː s,,uesz,,,^ hajkurász $,default, hetzen ;  jagen; treiben,jagen-3,3316-hajkurasz,jk not old
Hungarian-210-ehemann-1,1793,Hungarian,210-ehemann,társ,társ,t aː r ʃ,,uesz,,,^ társ $,default, Kamerad;   Gruppe;  Ehefrau; Gefährte;  Genosse;   Ebenbild;  Gegenstück;   Ehemann;   sich assoziieren;   ein Gespräch führen;  konvenieren;   zugesellen;   Gesellschaft 〈soziologisch〉,Ehemann-1,9074-tars,^(t)(a|aː|i|m)(rt͡ʃ)(ɣ|i|iɣ|y)?$
Hungarian-640-ich-1,1794,Hungarian,640-ich,én,én,eː n,,uesz,,,^ én $,default,ich;   mein;   Ich;  Naturell,ich-1,2187-en,^(ɛ)(n|ɣ|w)(ɣ|i|iɣ|y)?$
Hungarian-78-eis-1,1798,Hungarian,78-eis,jég,jég,j eː ɡ,,uesz,,,^ jég $,default,Eis;   Kristall,Eis-1,4045-jeg,#j not old
Hungarian-335-figur-1,1799,Hungarian,335-figur,kabala²,kabala,k ɒ b ɒ l ɒ,,uesz,,,^ kabala $,default, Intrige;   Aberglaube;   Ränke;   Talisman; Wahrsagerei od Beweisführung aufgrund von Zahlen;  Buchstaben;  Namen usw;  Abbildung;  Figur;  Tafel usw als Mittel dazu;   Kabbala;  Clique,Figur-1,4185-kabala,^(k)(a|o|ɒ)(b)(a|o|ɒ)(l|rl|ɣ)(a|u)(ɣ)?$
Hungarian-335-figur-2,1801,Hungarian,335-figur,példa,példa,p eː l d ɒ,,uesz,,,^ példa $,default,  Bild;   Symbol;   Gleichnis;  Figur;  Standbild;   Abschrift;  Vorbild; Beispiel;   Prototyp;  Urbild;   lehrhafte Erzählung;  Parebel;  Exemplar;   scheußliche;  ekelhafte Person;   mathematische Aufgabe,Figur-3,7045-pelda,#p not old
Hungarian-630-vor-1,1810,Hungarian,630-vor,előtt,előtt,ɛ l øː tː,,uesz,,,^ előtt $,default,vor 〈mit Dat〉;   davor;  vor jmdm;   vor;   vorne,vor-1,2151-elott,tː# not old
Hungarian-629-vergebens-1,1811,Hungarian,629-vergebens,hasztalan,hasztalan,h ɒ s t ɒ l ɒ n,,uesz,,,^ hasztalan $,default,  unnütz; erfolglos;   erfolglos;  vergeblich;   ohne Nutzen;  vergebens;  umsonst,vergeblich-1,3434-hasztalan,st not old
Hungarian-629-vergebens-2,1817,Hungarian,629-vergebens,hiába,hiába,h i aː b ɒ,,uesz,,,^ hiába $,default,vergebens;   grundlos 〈als Adv〉;   unentgeltlich 〈als Adv〉;   nichts zu machen 〈zum Ausdruck der Resignation〉;   nutzlos,vergebens-2,3557-hiaba,iaː not old
Hungarian-714-zunehmen-1,1823,Hungarian,714-zunehmen,nő¹,nő,n øː,,uesz,,,^ nő $,default,  Pflänzling;   jung;  Anhänger; wachsen;  sich entwickeln;  wichtiger werden;   anwachsen;  ver-;  zusammenwachsen;  sich in Entwicklung befindend;   Pflegling,anwachsen-1,6444-no,#n not old
Hungarian-714-zunehmen-2,1824,Hungarian,714-zunehmen,terjed,terjed,t ɛ r j ɛ d,,uesz,,,^ terjed $,default, sinken;   sich vermehren;   sich verbreiten;   reichen;   sich überheben;   herabfallen;   zerfallen;  währen;  anwachsen;  dauern; sich weit strecken;  starr ausgestreckt sein 〈Körperteil〉;   um sich greifen 〈abstr〉;  hohe Ziele verfolgen;   sich zerstreuen;   sich verbreiten 〈Geruch;  Rauch usw〉;   ruchbar werden;   sich dehnen;   jmdm unterbreitet werden,anwachsen-2,9192-terjed,^(t)(ɛ|i|ø|y|a)(rɣ|r)(ɛ|i|ø)(n)?(ɣ)?$
Hungarian-588-sofort-1,1826,Hungarian,588-sofort,azonnal,azonnal,ɒ z o nː ɒ l,,uesz,,,^ azonnal $,default,sofort,sofort-2,440-azonnal,nː not old
Hungarian-588-sofort-2,1836,Hungarian,588-sofort,tüstént,tüstént,t y ʃ t eː n t,,uesz,,,^ tüstént $,default,sofort;  gleich,sofort-12,9551-tustent,"ʃt, nt# not old"
Hungarian-916-einladen-1,1839,Hungarian,916-einladen,invitál,invitál,i n v i t aː l,,uesz,,,^ invitál $,default,auffordern;   einladen,einladen-2,3922-invital,nv not old
Hungarian-185-eisen-1,1840,Hungarian,185-eisen,vas,vas,v ɒ ʃ,,uesz,,,^ vas $,default, Dolch;   Schwert;  Gegenstand;   fesseln;   Kürassier;   Kette; Eisen;  Gerät aus Eisen;  Schelle;   etw Eisenhartes;   kleines Geltück;   eisern;   Eisenhändler;   mit einem Schwert kämpfen;   bügeln;   Bügeleisen,Eisen-1,9764-vas,^(v)(a|o|ɒ|i)(t͡ʃ|ɣ|ʃ|lt͡ʃ)?(ɣ|i|iɣ|y)?$
Hungarian-958-gieen-1,1841,Hungarian,958-gieen,önt,önt,ø n t,,uesz,,,^ önt $,default,  strömen;   umstoßen;  umstürzen;  erweichen;   bespritzen;   sich betrinken;   brühen; gießen;  ausschütten;   in Formen füllen 〈Metall〉;  bereiten 〈Speise〉;   hervorsprießen 〈Pflanze〉;   Schüttungsgebiet;   damm;   mit Kies belegte Straße 〈aus der Römerzeit〉;   gegossene Statue,gieen-1,6581-ont,nt# not old
Hungarian-270-gegenstand-1,1847,Hungarian,270-gegenstand,objektum,objektum,o b j ɛ k t u m,,uesz,,,^ objektum $,default, Sache; Gegenstand;   Bauobjekt,Gegenstand-5,6626-objektum,bj not old
Hungarian-462-januar-1,1852,Hungarian,462-januar,január,január,j ɒ n u aː r,,uesz,,,^ január $,default,Januar,Januar-1,4023-januar,"#j, uaː not old"
Hungarian-212-freude-1,1856,Hungarian,212-freude,öröm,öröm,ø r ø m,,uesz,,,^ öröm $,default,Freude,Freude-1,6590-orom,^(y|ø|ɛ)(r|v|vr)(y|ɛ|ø)(m)?(ɣ)?$
Hungarian-212-freude-2,1857,Hungarian,212-freude,víg,víg,v iː ɡ,,uesz,,,^ víg $,default,lustig;   Freude;   lustig sein;  sich freuen;   sich trösten;   Trost;   Lustbarkeit,Freude-2,9893-vig,^(v)(i|iː)(ɡ|k|nd)(ɣ|i|iɣ|y)?$
Hungarian-468-juli-1,1858,Hungarian,468-juli,július,július,j uː l i u ʃ,,uesz,,,^ július $,default,Juli,Juli-1,4096-julius,"#j, iu not old"
Hungarian-764-springen-1,1861,Hungarian,764-springen,ugrik,ugrik,u ɡ r i k,,uesz,,,^ ugrik $,default,  necken;   hüpfen;   sich wichtig machen;   bespringen;   entfliehen; einen Sprung machen;   springen 〈Funke〉;   austreten 〈aus dem Mönchsorden〉;   auf etw hereinfallen;   einspringen;   sich erzürnen;   anspringen 〈Motor〉;   draufgehen 〈Geld〉;   springen lassen,hupfen-3,9570-ugrik,ɡr not old
Hungarian-467-juni-1,1867,Hungarian,467-juni,június,június,j uː n i u ʃ,,uesz,,,^ június $,default,Juni,Juni-1,4097-junius,"#j, iu not old"
Hungarian-876-aufbewahren-1,1868,Hungarian,876-aufbewahren,tart,tart,t ɒ r t,,uesz,,,^ tart $,default, behaupten;   aushalten;   anhalten;   Träger;  stützen;  hindern;   hin-;  benützen;  versorgen;    sein;  her-;  befestigen;   fassen;  Wette〉;  bewirten;  halten;  halten;  verrichten;   für etw halten;   verbinden;  Pflicht;   sich widersetzen;   beanspruchen;   unterhalten;  Reserve;  einschätzen;  erleiden;  amten;   bei sich behalten;  aufbewahren;  aufbewahren;  in Erinnerung behalten usw;   sich an etw halten od nach etw richten;   jmdm einen Zustand sichern;  etw irgendwo lagern;   zur Lagerung dienen;   vollführen;  veranstalten;  vorhalten 〈wenden;  zeigen usw〉;   es mit jmdm halten;  zu etw gehören;   nach od in Richtung auf etw gehen;  fahren usw;  bis od an etw gelangt sein;   in Dienst halten;  züchten;   sich enthalten;  sich einer Sache enthalten;   sich bis etw erstrecken;  bis etw dauern;  dauern;   fürchten;  in Ehren halten;   zu bleiben anhalten;  verpflichten 〈Schwur;   im Auge behalten;  ausdauern;   Haltender;  Tragender;  Halterung;   Beobachtung;   Behinderung;   Ersatz,aufbewahren-1,9076-tart,^(t)(a|o|ɒ|i)(rt|r)(ɣ|i|iɣ|y)?$
Hungarian-346-kessel-1,1872,Hungarian,346-kessel,kazán,kazán,k ɒ z aː n,,uesz,,,^ kazán $,default,  Dampfkessel;   Dampfkessel;  Kessel;  Kessel; tiefes Gefäß zum Kochen; tiefes Gefäß zum Kochen;   Lokomotive;   Lokomotive,Kessel-3,4567-kazan,^(k)(a|o|ɒ)(z|ɣz|zɡ)(a|aː|i)(n|ɣ)(ɣ)?$
Hungarian-346-kessel-2,1876,Hungarian,346-kessel,kondér,kondér,k o n d eː r,,uesz,,,^ kondér $,default, Lägel;   Kessel; Art Faß;   Flüssigkeitsmaß von drei;  evtl vier Seideln;  großer Topf,Kessel-7,5029-konder,^(k)(u|o|a|i)(n|nd)(ɛ|i|eː)(r|v|ɣ)(ɣ)?$
Hungarian-935-treten-1,1881,Hungarian,935-treten,tipor,tipor,t i p o r,,uesz,,,^ tipor $,default, treten;  zertreten,treten-5,9253-tipor,^(t)(i|y|a|ɛ)(p)(u|o|a)(r|v|ɣ)(ɣ|i)?$
Hungarian-944-toten-1,1883,Hungarian,944-toten,öl¹,öl,ø l,,uesz,,,^ öl $,default,  belästigen;  zugrunde richten;  plagen;   vernichten; töten;  umbringen;   auf etw wenden 〈un verhältnismäßige Zeit;  viel Geld〉;   Gemetzel;   Gemetzel,toten-2,6569-ol,^(y|ø|ɛ|i|ɛɥ)(l|ɣ|r|j)?(ɣ|i|iɣ|y)?$
Hungarian-255-art-1,1892,Hungarian,255-art,fajta,fajta,f ɒ j t ɒ,,uesz,,,^ fajta $,default,Art;  Varietät;  Abart 〈auch als Attr〉,Art-3,2347-fajta,#f not old
Hungarian-255-art-2,1896,Hungarian,255-art,típus,típus,t iː p u ʃ,,uesz,,,^ típus $,default,  Art;  Eigenart; Urbild;   Presse;   Type;  Letter;  Druckerei;  Typ als Grundform,Art-8,9258-tipus,^(t)(i|iː)(p)(u|ɯ|r)(t͡ʃ|ɣ|ʃ|lt͡ʃ)?(ɣ|i|iɣ)?$
Hungarian-432-konig-1,1898,Hungarian,432-konig,király,király,k i r aː j,,uesz,,,^ király $,default,König;   Hauptfigur im Schachspiel;   der Hervorragente unter den Ähnlichen;   zweithöchste Spielkarte;   der höchste Kegel im Kegelspiel,Konig-1,4773-kiraly,^(k)(i|y|a)(r|v|vr)(a|aː|i)(j|ɣ)(ɣ)?$
Hungarian-904-kussen-1,1900,Hungarian,904-kussen,csókol,csókol,t͡ʃ oː k o l,,uesz,,,^ csókol $,default,küssen,kussen-2,1580-csokol,^(t͡ʃ)(a|i|u|uː)(k)(u|o|a)(l|ɣ)?(ɣ|i)?$
Hungarian-36-knie-1,1903,Hungarian,36-knie,térd,térd,t eː r d,,uesz,,,^ térd $,default,Knie;  knienaher Schenkelteil;   Halmknoten;   das Knie bedekkender Teil der Hose,Knie-1,9177-terd,^(t)(ɛ|i|eː|ø|e)(r)(ɣ|i|iɣ|y)?$
Hungarian-328-messer-1,1904,Hungarian,328-messer,kés,kés,k eː ʃ,,uesz,,,^ kés $,default,  Schwert; Aufzeichnung des Zehenten durch Einkerben mit Messer;   Messer;  Säbel,Messer-1,4614-kes,^(k)(ɛ|i|eː|ø|e)(t͡ʃ|ɣ|ʃ|lt͡ʃ)?(ɣ|i|iɣ|y)?$
Hungarian-328-messer-2,1905,Hungarian,328-messer,kusztora ×,kusztora,k u s t o r ɒ,,uesz,,,^ kusztora $,default, Messer; Schnappmesser;  Feitel;   Bistouri,Messer-2,5362-kusztora,st not old
Hungarian-965-stricken-1,1906,Hungarian,965-stricken,köt,köt,k ø t,,uesz,,,^ köt $,default,binden;   binden;   Bündel;   Bündel;   Bund;   Fessel;   mit jmdm anbinden;   einwickeln;  Strick;   Verbindung;   Verbindung;   Verbindung;  Händel suchen;   Schluß;   verknüpfen;  flechten;  Bündnis;   Seil;   Band;   mit etw verbunden sein;  anbinden;   stricken;  umhüllen;  einbinden 〈Buch〉;   verpflichten;  verbinden;   durch Zauber binden;  bannen;  behexen;   schließen 〈Vertrag;  Frieden usw〉;   mit jmdm anbinden 〈Streit〉;  an einer Sache etw aussetzen;  etw bemäkeln;    ansetzen;   Seil 〈Feldmaß〉;   Verpflichtung;  Verpflichtung;  Obliegenheit;   Seiler;   Bindender;   Schurz;  Binchnur;   Binde;   Stricken;   Einband;   Verband 〈Milit〉;   Pflicht;   Buchband;   bis zum Mittel,stricken-1,4850-kot,^(k)(y|ɛ|ø|i)(t|r)(ɣ|i|iɣ|y)?$
Hungarian-860-klopfen-1,1908,Hungarian,860-klopfen,dörög,dörög,d ø r ø ɡ,,uesz,,,^ dörög $,default,   schreien;   brummen;   murren;   dröhnen;  poltern; tosen;   es donnert;   klopfen;   donnern 〈von Geschützen〉;   Donnern;   Rüge,klopfen-1,1934-dorog,^(d|d͡ʒ|t)(y|ɛ|ø)(r|v)(y|ɛ)(ɡ|k)(ɣ)?$
Hungarian-860-klopfen-2,1913,Hungarian,860-klopfen,paskol,paskol,p ɒ ʃ k o l,,uesz,,,^ paskol $,default,schlagen;  klopfen;  klatschen,klopfen-6,6959-paskol,#p not old
Hungarian-1000-wissen-1,1931,Hungarian,1000-wissen,tud,tud,t u d,,uesz,,,^ tud $,default,  einrechnen;  meinen;   Gelehrter;  ahnen;   Erkundigung;   Wissenschaft;   können;  verrichten;   überzeugt sein;  abtragen; jmdn kennen;  von jmdm Kenntnis haben;  etw wissen;  entschlossen sein;  Zuversicht haben;   mit jmdm Geschlechtsverkehr haben;  aufrechnen;  aufschreiben;   jmdn um etw bringen;  jmdn verjagen;   abrechnen;   gelehrt;   gelehrt;   Wissen;   überklug;   überklug;  gelehrsam;   Bewußtsein,Wissen-1,9483-tud,^(t)(u|ɯ|r)(n)?(ɣ|i|iɣ|y)?$
Hungarian-322-leiter-1,1936,Hungarian,322-leiter,létra,létra,l eː t r ɒ,,uesz,,,^ létra $,default,die Leiter;   Wagenleiter;   Tonleiter;   hochgeschossener Mensch,dieLeiter-1,5601-letra,tr not old
Hungarian-131-bau-1,1939,Hungarian,131-bau,konstrukció,konstrukció,k o n ʃ t r u k t͡s i oː,,uesz,,,^ konstrukció $,default,  Zusammensetzung; Wortfügung;  Satzbau;  Bau;  Gefüge,Bau-1,5053-konstrukcio,"nʃtr, kt͡s not old"
Hungarian-89-see-1,1943,Hungarian,89-see,tó,tó,t oː,,uesz,,,^ tó $,default, Teich;    Teich; See,See-3,9272-to,^(t)(a|u|i|o|ɯ)(ɣ|i|iɣ|y)?$
Hungarian-233-sprache-1,1944,Hungarian,233-sprache,nyelv,nyelv,ɲ ɛ l v,,uesz,,,^ nyelv $,default,  Rede;   Erklärung; Zunge;  Schprachgebrauch;   Sprache;   Sprache;   zungeförmiges Ding;   sprechende Person;   milit Geheimnisse preisgebender Gefangener;   außersprachliches Ausdrucksmittel;  Sprachgebrauch,Sprache-1,6489-nyelv,lv# not old
Hungarian-582-letzter-1,1946,Hungarian,582-letzter,utó,utó,u t oː,,uesz,,,^ utó $,default,  Ende;   Hinterteil;   Nachkomme;   Rand; letzter;   am Ende befindlich;   Hintergetreide,letzter-1,9612-uto,^(u)(t|lt|ɣ)(a|u|i|o|ɯ)(ɣ|i|iɣ|y)?$
Hungarian-582-letzter-2,1947,Hungarian,582-letzter,utol,utol,u t o l,,uesz,,,^ utol $,default,  über;   Hinterteil;   Rand;   hinten;  Nachkommenschaft;   letzter; Überrest 〈einer Menschengruppe〉;   Ende 〈eines Vorgangs;  Zeitabschnitts〉;   letzter Teil;  Schlußteil;   weiter hinten;   zum letzten Mal;   zuletzt;   nach hinten;   nachträglich,letzter-2,9614-utol,^(u)(t|lt|ɣ)(u|o|a|i)(l|ɣ)?(ɣ|i)?$
Hungarian-791-lachen-1,1949,Hungarian,791-lachen,kacag,kacag,k ɒ t͡s ɒ ɡ,,uesz,,,^ kacag $,default, lachen;   wiehern,lachen-2,4195-kacag,t͡s not old
Hungarian-791-lachen-2,1950,Hungarian,791-lachen,nevet,nevet,n ɛ v ɛ t,,uesz,,,^ nevet $,default,  kichern; lachen,lachen-3,6414-nevet,#n not old
Hungarian-213-gelachter-1,1952,Hungarian,213-gelachter,csatara ×,csatara,t͡ʃ ɒ t ɒ r ɒ,,uesz,,,^ csatara $,default, Lärm;   geschwätzig; Gelächter;   Geschwätz;   schnatterig,Gelachter-1,1389-csatara,^(t͡ʃ)(a|o|ɒ)(t|lt|ɣ)(a|o)(r|v)(a|u)(ɣ)?$
Hungarian-824-legen-1,1954,Hungarian,824-legen,rak,rak,r ɒ k,,uesz,,,^ rak $,default,  prügeln;   tanzen;   Haufen;   legen;    legen;   voll;    ab-; bauen;   bauen lassen;  sich anhäufen;    setzen;   beschimpfen;  Stapel;  beladen;  laden;   Einlegearbeit machen;   aufzählen;   in Reihen anpflanzen;    hinstellen;  hinlegen;  einen Einsatz zahlen;  legen lassen;  überhäuft;  aufladen;   sich anlagern;   Schaufenster,legen-2,7628-rak,#r not old
Hungarian-824-legen-2,1956,Hungarian,824-legen,tesz,tesz,t ɛ s,,uesz,,,^ tesz $,default,  Handlung;   Tat;   Tat;  mächtig;   hinzufügen;  kräftig;   wohlhabend;   beschließen; handeln;   legen;   stark;   Fähigkeit;   Vermögen;  durchführen;   sich verstellen;   wirksam;   untätig;   für etw halten;   bedeuten;   begabt;   bewirken;  in irgendeine Lage versetzen;  verursachen: schaffen;   verzichten;  aufgeben;  voraussetzen;   betragen;  ausmachen;  symbolisieren;  bestimmen 〈Aufgabe;  Ziel usw〉;   gute Leistung erzielen;   deutlich;   Ankleide- 〈<in attr Funktion〉;   Einsatz;   Tun. Handlung;   satz;  Ausführung;  Ausführung;   Schöpfer;   Ofentür;   etw nicht ausführend 〈Adv〉;   untätig 〈Adv〉;   etw nicht tun könnend;   talentlos;   tuend;   tätig;   hin und her legen;   Täter,legen-4,9212-tesz,^(t)(ɛ|i|ø|y|a)(s|ʃ|z)?(ɣ|i|iɣ|y)?$
Hungarian-545-faul-1,1964,Hungarian,545-faul,lanyha,lanyha,l ɒ ɲ h ɒ,,uesz,,,^ lanyha $,default, träge;   faul;  schwach;   still;   liederlich;   lau;   naschhaft; weichlich;  rieselnd 〈Regen〉;   stiller;  rieselnder Regen,trage-5,5470-lanyha,ɲh not old
Hungarian-545-faul-2,1966,Hungarian,545-faul,lusta,lusta,l u ʃ t ɒ,,uesz,,,^ lusta $,default, träge;   faul;   unverziert;  untätig; von einer gewissen Gangart 〈Pferd〉;  unschön,trage-7,5736-lusta,ʃt not old
